mun_code,mun_name,year,gini,p80p20
02084,Villaverde de Guadalimar,2019,28.8,2.2
02084,Villaverde de Guadalimar,2018,30.7,2.5
02084,Villaverde de Guadalimar,2017,28.6,2.3
02084,Villaverde de Guadalimar,2016,30.8,2.6
02084,Villaverde de Guadalimar,2015,30,2.5
02085,Viveros,2022,29.2,2.6
02085,Viveros,2021,28.2,2.6
02085,Viveros,2020,29.2,2.7
02085,Viveros,2019,27.2,2.2
02085,Viveros,2018,28.3,2.4
02085,Viveros,2017,27.2,2.3
02085,Viveros,2016,25.2,2.1
02085,Viveros,2015,25,2
02086,Yeste,2022,27.8,2.3
02086,Yeste,2021,27.9,2.3
02086,Yeste,2020,27.7,2.1
02086,Yeste,2019,26.5,2.1
02086,Yeste,2018,27,2.2
02086,Yeste,2017,28.3,2.3
02086,Yeste,2016,29.3,2.4
02086,Yeste,2015,29,2.3
02901,Pozo Cañada,2022,25,2.1
02901,Pozo Cañada,2021,25.9,2.2
02901,Pozo Cañada,2020,26.5,2.2
02901,Pozo Cañada,2019,26,2.2
02901,Pozo Cañada,2018,26,2.2
02901,Pozo Cañada,2017,26.6,2.3
02901,Pozo Cañada,2016,27.9,2.2
02901,Pozo Cañada,2015,29.2,2.4
09001,Abajas,2022,NA,NA
09001,Abajas,2021,NA,NA
09001,Abajas,2020,NA,NA
09001,Abajas,2019,NA,NA
09001,Abajas,2018,NA,NA
09001,Abajas,2017,NA,NA
09001,Abajas,2016,NA,NA
09001,Abajas,2015,NA,NA
09003,Adrada de Haza,2022,28.1,2.2
09003,Adrada de Haza,2021,28.7,2.3
09003,Adrada de Haza,2020,29.4,2.5
09003,Adrada de Haza,2019,28.9,2.6
09003,Adrada de Haza,2018,29,2.6
09003,Adrada de Haza,2017,29,2.4
09003,Adrada de Haza,2016,27.8,2.1
09003,Adrada de Haza,2015,27.2,2.3
09006,Aguas Cándidas,2022,NA,NA
09006,Aguas Cándidas,2021,NA,NA
09006,Aguas Cándidas,2020,NA,NA
09006,Aguas Cándidas,2019,NA,NA
09006,Aguas Cándidas,2018,NA,NA
09006,Aguas Cándidas,2017,NA,NA
09006,Aguas Cándidas,2016,NA,NA
09006,Aguas Cándidas,2015,NA,NA
09007,Aguilar de Bureba,2022,NA,NA
09007,Aguilar de Bureba,2021,NA,NA
09007,Aguilar de Bureba,2020,NA,NA
09007,Aguilar de Bureba,2019,NA,NA
09007,Aguilar de Bureba,2018,NA,NA
09007,Aguilar de Bureba,2017,NA,NA
09007,Aguilar de Bureba,2016,NA,NA
09007,Aguilar de Bureba,2015,NA,NA
09009,Albillos,2022,23,1.8
09009,Albillos,2021,22.1,1.9
09009,Albillos,2020,24.4,2.4
09009,Albillos,2019,24.6,2.5
09009,Albillos,2018,24.3,2.4
09009,Albillos,2017,25.2,2.4
09009,Albillos,2016,26.4,2.9
09009,Albillos,2015,28.1,3
09010,Alcocero de Mola,2022,NA,NA
09010,Alcocero de Mola,2021,NA,NA
09010,Alcocero de Mola,2020,NA,NA
09010,Alcocero de Mola,2019,NA,NA
09010,Alcocero de Mola,2018,NA,NA
09010,Alcocero de Mola,2017,NA,NA
09010,Alcocero de Mola,2016,NA,NA
09010,Alcocero de Mola,2015,NA,NA
09011,Alfoz de Bricia,2022,NA,NA
09011,Alfoz de Bricia,2021,NA,NA
09011,Alfoz de Bricia,2020,NA,NA
09011,Alfoz de Bricia,2019,NA,NA
09011,Alfoz de Bricia,2018,NA,NA
09011,Alfoz de Bricia,2017,NA,NA
09011,Alfoz de Bricia,2016,NA,NA
09011,Alfoz de Bricia,2015,NA,NA
09012,Alfoz de Santa Gadea,2022,NA,NA
09012,Alfoz de Santa Gadea,2021,32.4,4.1
09012,Alfoz de Santa Gadea,2020,33,3.3
09012,Alfoz de Santa Gadea,2019,NA,NA
09012,Alfoz de Santa Gadea,2018,33.7,3.1
09012,Alfoz de Santa Gadea,2017,NA,NA
09012,Alfoz de Santa Gadea,2016,23.7,2.4
09012,Alfoz de Santa Gadea,2015,NA,NA
09013,Altable,2022,NA,NA
09013,Altable,2021,NA,NA
09013,Altable,2020,NA,NA
09013,Altable,2019,NA,NA
09013,Altable,2018,NA,NA
09013,Altable,2017,NA,NA
09013,Altable,2016,NA,NA
09013,Altable,2015,NA,NA
09014,"Altos, Los",2022,34.1,3.2
09014,"Altos, Los",2021,32.1,2.5
09014,"Altos, Los",2020,31.5,2.7
09014,"Altos, Los",2019,32.4,2.4
09014,"Altos, Los",2018,33.3,2.5
09014,"Altos, Los",2017,38.4,2.8
09014,"Altos, Los",2016,33.2,2.3
09014,"Altos, Los",2015,33.6,2.6
09016,Ameyugo,2022,34.4,3.5
09016,Ameyugo,2021,31,2.6
09016,Ameyugo,2020,26.8,2.3
09016,Ameyugo,2019,28.4,2.5
09016,Ameyugo,2018,27.3,2.2
09016,Ameyugo,2017,29,2
09016,Ameyugo,2016,28.1,1.9
09016,Ameyugo,2015,26.8,2.2
09017,Anguix,2022,34.9,3.6
09017,Anguix,2021,42.3,4.2
09017,Anguix,2020,30.5,2.9
09017,Anguix,2019,29.7,2.5
09017,Anguix,2018,29.2,2.6
09017,Anguix,2017,34.3,3.1
09017,Anguix,2016,36.3,4.1
09017,Anguix,2015,30.4,3.9
09018,Aranda de Duero,2022,29.3,2.6
09018,Aranda de Duero,2021,29,2.6
09018,Aranda de Duero,2020,29.8,2.5
09018,Aranda de Duero,2019,29.3,2.5
09018,Aranda de Duero,2018,29.9,2.7
09018,Aranda de Duero,2017,30.5,2.6
09018,Aranda de Duero,2016,31.4,2.8
09018,Aranda de Duero,2015,31.7,2.7
09019,Arandilla,2022,27.1,2.6
09019,Arandilla,2021,26.9,2.5
09019,Arandilla,2020,27.7,2.2
09019,Arandilla,2019,25.9,2.2
09019,Arandilla,2018,27.1,2.2
09019,Arandilla,2017,30.1,2.8
09019,Arandilla,2016,30.6,3.3
09019,Arandilla,2015,32.6,3.5
09020,Arauzo de Miel,2022,28.1,2.4
09020,Arauzo de Miel,2021,27,2.3
09020,Arauzo de Miel,2020,32.1,2.3
09020,Arauzo de Miel,2019,30,2.5
09020,Arauzo de Miel,2018,30.1,2.8
09020,Arauzo de Miel,2017,29,2.5
09020,Arauzo de Miel,2016,30.6,2.6
09020,Arauzo de Miel,2015,31.9,3
09021,Arauzo de Salce,2022,NA,NA
09021,Arauzo de Salce,2021,NA,NA
09021,Arauzo de Salce,2020,NA,NA
09021,Arauzo de Salce,2019,NA,NA
09021,Arauzo de Salce,2018,NA,NA
09021,Arauzo de Salce,2017,NA,NA
09021,Arauzo de Salce,2016,NA,NA
09021,Arauzo de Salce,2015,NA,NA
09022,Arauzo de Torre,2022,NA,NA
09022,Arauzo de Torre,2021,NA,NA
09022,Arauzo de Torre,2020,NA,NA
09022,Arauzo de Torre,2019,NA,NA
09022,Arauzo de Torre,2018,NA,NA
09022,Arauzo de Torre,2017,NA,NA
09022,Arauzo de Torre,2016,NA,NA
09022,Arauzo de Torre,2015,NA,NA
09023,Arcos,2022,23.7,1.9
09023,Arcos,2021,22.6,1.9
09023,Arcos,2020,23.8,2
09023,Arcos,2019,23.3,1.9
09023,Arcos,2018,23.7,2
09023,Arcos,2017,24.2,2
09023,Arcos,2016,24.3,2
09023,Arcos,2015,24.5,2.1
09024,Arenillas de Riopisuerga,2022,35.1,3.5
09024,Arenillas de Riopisuerga,2021,38.7,4.2
09024,Arenillas de Riopisuerga,2020,31,3
09024,Arenillas de Riopisuerga,2019,32.1,2.5
09024,Arenillas de Riopisuerga,2018,28.7,2.2
09024,Arenillas de Riopisuerga,2017,26,2.3
09024,Arenillas de Riopisuerga,2016,27.7,2.4
09024,Arenillas de Riopisuerga,2015,34.1,3.4
09025,Arija,2022,27.7,2.7
09025,Arija,2021,28.8,2.6
09025,Arija,2020,29.3,2.5
09025,Arija,2019,28,2.2
09025,Arija,2018,32.7,3.1
09025,Arija,2017,33.5,3.2
09025,Arija,2016,34.6,3.4
09025,Arija,2015,37.4,4.3
09026,Arlanzón,2022,29.4,2.5
09026,Arlanzón,2021,29.1,2.5
09026,Arlanzón,2020,29.9,2.6
09026,Arlanzón,2019,29.1,2.8
09026,Arlanzón,2018,29,2.4
09026,Arlanzón,2017,31.4,2.6
09026,Arlanzón,2016,30.5,2.7
09026,Arlanzón,2015,31.2,2.8
09027,Arraya de Oca,2022,NA,NA
09027,Arraya de Oca,2021,NA,NA
09027,Arraya de Oca,2020,NA,NA
09027,Arraya de Oca,2019,NA,NA
09027,Arraya de Oca,2018,NA,NA
09027,Arraya de Oca,2017,NA,NA
09027,Arraya de Oca,2016,NA,NA
09027,Arraya de Oca,2015,NA,NA
09029,Atapuerca,2022,26.4,2.2
09029,Atapuerca,2021,26.4,2.5
09029,Atapuerca,2020,30.1,2.2
09029,Atapuerca,2019,29.9,2.4
09029,Atapuerca,2018,28.3,2.2
09029,Atapuerca,2017,29.1,2.2
09029,Atapuerca,2016,29.5,2.2
09029,Atapuerca,2015,30.2,2.9
09030,"Ausines, Los",2022,25.1,2.6
09030,"Ausines, Los",2021,24.5,2.5
09030,"Ausines, Los",2020,26,2.4
09030,"Ausines, Los",2019,27.4,2.3
09030,"Ausines, Los",2018,27.7,2.5
09030,"Ausines, Los",2017,26.9,2.6
09030,"Ausines, Los",2016,28.3,2.2
09030,"Ausines, Los",2015,30.1,2.5
09032,Avellanosa de Muñó,2022,21.3,1.8
09032,Avellanosa de Muñó,2021,NA,NA
09032,Avellanosa de Muñó,2020,20.4,1.8
09032,Avellanosa de Muñó,2019,20.3,1.8
09032,Avellanosa de Muñó,2018,20.5,1.8
09032,Avellanosa de Muñó,2017,22.4,1.8
09032,Avellanosa de Muñó,2016,21.7,1.8
09032,Avellanosa de Muñó,2015,NA,NA
09033,Bahabón de Esgueva,2022,NA,NA
09033,Bahabón de Esgueva,2021,NA,NA
09033,Bahabón de Esgueva,2020,NA,NA
09033,Bahabón de Esgueva,2019,NA,NA
09033,Bahabón de Esgueva,2018,NA,NA
09033,Bahabón de Esgueva,2017,NA,NA
09033,Bahabón de Esgueva,2016,NA,NA
09033,Bahabón de Esgueva,2015,NA,NA
09034,"Balbases, Los",2022,33.9,2.9
09034,"Balbases, Los",2021,32.7,2.5
09034,"Balbases, Los",2020,32.5,2.6
09034,"Balbases, Los",2019,34.3,2.7
09034,"Balbases, Los",2018,31.6,2.4
09034,"Balbases, Los",2017,31.4,2.2
09034,"Balbases, Los",2016,34,2.3
09034,"Balbases, Los",2015,33.2,2.5
09035,Baños de Valdearados,2022,29.8,2.5
09035,Baños de Valdearados,2021,31.1,2.7
09035,Baños de Valdearados,2020,29.9,2.6
09035,Baños de Valdearados,2019,27.5,2.9
09035,Baños de Valdearados,2018,30.1,2.9
09035,Baños de Valdearados,2017,32.9,2.8
09035,Baños de Valdearados,2016,31,2.7
09035,Baños de Valdearados,2015,29.5,2.6
09036,Bañuelos de Bureba,2022,NA,NA
09036,Bañuelos de Bureba,2021,NA,NA
09036,Bañuelos de Bureba,2020,NA,NA
09036,Bañuelos de Bureba,2019,NA,NA
09036,Bañuelos de Bureba,2018,NA,NA
09036,Bañuelos de Bureba,2017,NA,NA
09036,Bañuelos de Bureba,2016,NA,NA
09036,Bañuelos de Bureba,2015,NA,NA
09037,Barbadillo de Herreros,2022,22.3,2.3
09037,Barbadillo de Herreros,2021,22.8,2.1
09037,Barbadillo de Herreros,2020,24.8,2.3
09037,Barbadillo de Herreros,2019,24.9,2.1
09037,Barbadillo de Herreros,2018,26.1,2.3
09037,Barbadillo de Herreros,2017,31.8,2.3
09037,Barbadillo de Herreros,2016,28.5,2.5
09037,Barbadillo de Herreros,2015,26.6,2.4
09038,Barbadillo del Mercado,2022,39.8,2.7
09038,Barbadillo del Mercado,2021,38.3,2.3
09038,Barbadillo del Mercado,2020,37.3,2.6
09038,Barbadillo del Mercado,2019,36.7,2.5
09038,Barbadillo del Mercado,2018,37.8,2.7
09038,Barbadillo del Mercado,2017,38.6,2.7
09038,Barbadillo del Mercado,2016,38.5,2.8
09038,Barbadillo del Mercado,2015,38.3,2.9
09039,Barbadillo del Pez,2022,NA,NA
09039,Barbadillo del Pez,2021,NA,NA
09039,Barbadillo del Pez,2020,NA,NA
09039,Barbadillo del Pez,2019,NA,NA
09039,Barbadillo del Pez,2018,NA,NA
09039,Barbadillo del Pez,2017,NA,NA
09039,Barbadillo del Pez,2016,NA,NA
09039,Barbadillo del Pez,2015,NA,NA
09041,Barrio de Muñó,2022,NA,NA
09041,Barrio de Muñó,2021,NA,NA
09041,Barrio de Muñó,2020,NA,NA
09041,Barrio de Muñó,2019,NA,NA
09041,Barrio de Muñó,2018,NA,NA
09041,Barrio de Muñó,2017,NA,NA
09041,Barrio de Muñó,2016,NA,NA
09041,Barrio de Muñó,2015,NA,NA
09043,"Barrios de Bureba, Los",2022,36.3,3.2
09043,"Barrios de Bureba, Los",2021,37.3,2.9
09043,"Barrios de Bureba, Los",2020,34.7,2.5
09043,"Barrios de Bureba, Los",2019,29.9,2.6
09043,"Barrios de Bureba, Los",2018,33.1,2.9
09043,"Barrios de Bureba, Los",2017,31.5,2.5
09043,"Barrios de Bureba, Los",2016,29.8,2.7
09043,"Barrios de Bureba, Los",2015,32.3,2.9
09044,Barrios de Colina,2022,NA,NA
09044,Barrios de Colina,2021,NA,NA
09044,Barrios de Colina,2020,NA,NA
09044,Barrios de Colina,2019,NA,NA
09044,Barrios de Colina,2018,NA,NA
09044,Barrios de Colina,2017,NA,NA
09044,Barrios de Colina,2016,NA,NA
09044,Barrios de Colina,2015,NA,NA
09045,Basconcillos del Tozo,2022,26.6,2.5
09045,Basconcillos del Tozo,2021,25.7,2.4
09045,Basconcillos del Tozo,2020,27.5,2.7
09045,Basconcillos del Tozo,2019,25.9,2.3
09045,Basconcillos del Tozo,2018,26.5,2.3
09045,Basconcillos del Tozo,2017,27,2.4
09045,Basconcillos del Tozo,2016,31.2,2.7
09045,Basconcillos del Tozo,2015,41.2,2.4
09046,Bascuñana,2022,NA,NA
09046,Bascuñana,2021,NA,NA
09046,Bascuñana,2020,NA,NA
09046,Bascuñana,2019,NA,NA
09046,Bascuñana,2018,NA,NA
09046,Bascuñana,2017,NA,NA
09046,Bascuñana,2016,NA,NA
09046,Bascuñana,2015,NA,NA
09047,Belbimbre,2022,NA,NA
09047,Belbimbre,2021,NA,NA
09047,Belbimbre,2020,NA,NA
09047,Belbimbre,2019,NA,NA
09047,Belbimbre,2018,NA,NA
09047,Belbimbre,2017,NA,NA
09047,Belbimbre,2016,NA,NA
09047,Belbimbre,2015,NA,NA
09048,Belorado,2022,29.3,2.4
09048,Belorado,2021,29.9,2.5
09048,Belorado,2020,29.1,2.6
09048,Belorado,2019,28.3,2.6
09048,Belorado,2018,27.7,2.3
09048,Belorado,2017,29.2,2.5
09048,Belorado,2016,30,2.4
09048,Belorado,2015,29.2,2.4
09050,Berberana,2022,NA,NA
09050,Berberana,2021,NA,NA
09050,Berberana,2020,NA,NA
09050,Berberana,2019,NA,NA
09050,Berberana,2018,NA,NA
09050,Berberana,2017,NA,NA
09050,Berberana,2016,NA,NA
09050,Berberana,2015,NA,NA
09051,Berlangas de Roa,2022,33.1,3.2
09051,Berlangas de Roa,2021,32.5,2.9
09051,Berlangas de Roa,2020,30.4,2.6
09051,Berlangas de Roa,2019,30.4,2.3
09051,Berlangas de Roa,2018,31.8,2.4
09051,Berlangas de Roa,2017,29.6,2.9
09051,Berlangas de Roa,2016,29.8,2.7
09051,Berlangas de Roa,2015,32.6,3
09052,Berzosa de Bureba,2022,NA,NA
09052,Berzosa de Bureba,2021,NA,NA
09052,Berzosa de Bureba,2020,NA,NA
09052,Berzosa de Bureba,2019,NA,NA
09052,Berzosa de Bureba,2018,NA,NA
09052,Berzosa de Bureba,2017,NA,NA
09052,Berzosa de Bureba,2016,NA,NA
09052,Berzosa de Bureba,2015,NA,NA
09054,Bozoó,2022,21.9,2.2
09054,Bozoó,2021,NA,NA
09054,Bozoó,2020,NA,NA
09054,Bozoó,2019,NA,NA
09054,Bozoó,2018,NA,NA
09054,Bozoó,2017,25.5,2.5
09054,Bozoó,2016,27.8,2.5
09054,Bozoó,2015,26.7,2.3
09055,Brazacorta,2022,NA,NA
09055,Brazacorta,2021,NA,NA
09055,Brazacorta,2020,NA,NA
09055,Brazacorta,2019,NA,NA
09055,Brazacorta,2018,NA,NA
09055,Brazacorta,2017,NA,NA
09055,Brazacorta,2016,NA,NA
09055,Brazacorta,2015,NA,NA
09056,Briviesca,2022,28.2,2.4
09056,Briviesca,2021,29.8,2.4
09056,Briviesca,2020,28.9,2.5
09056,Briviesca,2019,29.2,2.4
09056,Briviesca,2018,29.5,2.5
09056,Briviesca,2017,30.5,2.7
09056,Briviesca,2016,31.6,2.8
09056,Briviesca,2015,31.8,2.7
09057,Bugedo,2022,25.8,2.4
09057,Bugedo,2021,27.4,2.3
09057,Bugedo,2020,27.9,2.6
09057,Bugedo,2019,25.7,2.2
09057,Bugedo,2018,26.5,2.6
09057,Bugedo,2017,25.9,2.2
09057,Bugedo,2016,32.3,2.8
09057,Bugedo,2015,31,2.6
09058,Buniel,2022,21.2,1.8
09058,Buniel,2021,21.9,2
09058,Buniel,2020,24.9,2.1
09058,Buniel,2019,23,2
09058,Buniel,2018,23.9,2.2
09058,Buniel,2017,25,2.1
09058,Buniel,2016,24.3,2.1
09058,Buniel,2015,24.4,2
09059,Burgos,2022,28.2,2.4
09059,Burgos,2021,28.3,2.4
09059,Burgos,2020,29.1,2.5
09059,Burgos,2019,28.8,2.5
09059,Burgos,2018,29.2,2.4
09059,Burgos,2017,29.7,2.4
09059,Burgos,2016,30.4,2.6
09059,Burgos,2015,30.8,2.7
09060,Busto de Bureba,2022,28.8,2.9
09060,Busto de Bureba,2021,29.1,2.6
09060,Busto de Bureba,2020,28.9,2.7
09060,Busto de Bureba,2019,28.2,2.2
09060,Busto de Bureba,2018,25.5,2.3
09060,Busto de Bureba,2017,26.5,2.3
09060,Busto de Bureba,2016,26.6,2.5
09060,Busto de Bureba,2015,27.2,2.4
09061,Cabañes de Esgueva,2022,24.5,2.1
09061,Cabañes de Esgueva,2021,25.3,2.3
09061,Cabañes de Esgueva,2020,26.5,2.3
09061,Cabañes de Esgueva,2019,25.6,2.5
09061,Cabañes de Esgueva,2018,25,2.3
09061,Cabañes de Esgueva,2017,29.3,2.8
09061,Cabañes de Esgueva,2016,29,2.9
09061,Cabañes de Esgueva,2015,29.3,2.5
09062,Cabezón de la Sierra,2022,NA,NA
09062,Cabezón de la Sierra,2021,NA,NA
09062,Cabezón de la Sierra,2020,NA,NA
09062,Cabezón de la Sierra,2019,NA,NA
09062,Cabezón de la Sierra,2018,NA,NA
09062,Cabezón de la Sierra,2017,NA,NA
09062,Cabezón de la Sierra,2016,NA,NA
09062,Cabezón de la Sierra,2015,NA,NA
09063,Cavia,2022,29.6,2.6
09063,Cavia,2021,27.1,2.3
09063,Cavia,2020,33.6,2.4
09063,Cavia,2019,26.5,2.3
09063,Cavia,2018,27.2,2.4
09063,Cavia,2017,30.3,2.7
09063,Cavia,2016,29.7,2.4
09063,Cavia,2015,30.1,2.7
09064,Caleruega,2022,34.6,2.7
09064,Caleruega,2021,36.4,3.3
09064,Caleruega,2020,32.8,2.9
09064,Caleruega,2019,33.3,2.7
09064,Caleruega,2018,33.6,2.7
09064,Caleruega,2017,33.1,2.9
09064,Caleruega,2016,32.9,3.1
09064,Caleruega,2015,31.8,2.8
09065,Campillo de Aranda,2022,32,3.5
09065,Campillo de Aranda,2021,27.9,2.9
09065,Campillo de Aranda,2020,27.1,2.3
09065,Campillo de Aranda,2019,30.1,2.9
09065,Campillo de Aranda,2018,30.8,3.4
09065,Campillo de Aranda,2017,31.2,3.1
09065,Campillo de Aranda,2016,30,3
09065,Campillo de Aranda,2015,29.2,2.8
09066,Campolara,2022,NA,NA
09066,Campolara,2021,NA,NA
09066,Campolara,2020,NA,NA
09066,Campolara,2019,NA,NA
09066,Campolara,2018,NA,NA
09066,Campolara,2017,NA,NA
09066,Campolara,2016,NA,NA
09066,Campolara,2015,NA,NA
09067,Canicosa de la Sierra,2022,26.3,2.1
09067,Canicosa de la Sierra,2021,25.6,2.4
09067,Canicosa de la Sierra,2020,27.8,2.2
09067,Canicosa de la Sierra,2019,26.2,2.5
09067,Canicosa de la Sierra,2018,26.4,2.3
09067,Canicosa de la Sierra,2017,26.4,2.4
09067,Canicosa de la Sierra,2016,26.5,2.5
09067,Canicosa de la Sierra,2015,26.2,2.3
09068,Cantabrana,2022,NA,NA
09068,Cantabrana,2021,NA,NA
09068,Cantabrana,2020,NA,NA
09068,Cantabrana,2019,NA,NA
09068,Cantabrana,2018,NA,NA
09068,Cantabrana,2017,NA,NA
09068,Cantabrana,2016,NA,NA
09068,Cantabrana,2015,NA,NA
09070,Carazo,2022,NA,NA
09070,Carazo,2021,NA,NA
09070,Carazo,2020,NA,NA
09070,Carazo,2019,NA,NA
09070,Carazo,2018,NA,NA
09070,Carazo,2017,NA,NA
09070,Carazo,2016,NA,NA
09070,Carazo,2015,NA,NA
09071,Carcedo de Bureba,2022,NA,NA
09071,Carcedo de Bureba,2021,NA,NA
09071,Carcedo de Bureba,2020,NA,NA
09071,Carcedo de Bureba,2019,NA,NA
09071,Carcedo de Bureba,2018,NA,NA
09071,Carcedo de Bureba,2017,NA,NA
09071,Carcedo de Bureba,2016,NA,NA
09071,Carcedo de Bureba,2015,NA,NA
09072,Carcedo de Burgos,2022,29,2.7
09072,Carcedo de Burgos,2021,27.7,2.5
09072,Carcedo de Burgos,2020,27.6,2.4
09072,Carcedo de Burgos,2019,27.3,2.2
09072,Carcedo de Burgos,2018,30.2,2.9
09072,Carcedo de Burgos,2017,27.8,2.5
09072,Carcedo de Burgos,2016,32.1,3.1
09072,Carcedo de Burgos,2015,32.1,3
09073,Cardeñadijo,2022,25,2.1
09073,Cardeñadijo,2021,25.3,2.1
09073,Cardeñadijo,2020,24.7,2
09073,Cardeñadijo,2019,24.7,2
09073,Cardeñadijo,2018,25.5,2.1
09073,Cardeñadijo,2017,26.6,2.3
09073,Cardeñadijo,2016,26.3,2.2
09073,Cardeñadijo,2015,26.1,2.2
09074,Cardeñajimeno,2022,27.3,2.2
09074,Cardeñajimeno,2021,27.5,2.2
09074,Cardeñajimeno,2020,27.5,2.2
09074,Cardeñajimeno,2019,27,2.2
09074,Cardeñajimeno,2018,27.1,2.2
09074,Cardeñajimeno,2017,30,2.2
09074,Cardeñajimeno,2016,31.2,2.4
09074,Cardeñajimeno,2015,28.1,2.3
09075,Cardeñuela Riopico,2022,31,2.3
09075,Cardeñuela Riopico,2021,33.6,2.8
09075,Cardeñuela Riopico,2020,31.2,2.1
09075,Cardeñuela Riopico,2019,34,2.9
09075,Cardeñuela Riopico,2018,33,2.6
09075,Cardeñuela Riopico,2017,32.1,2.5
09075,Cardeñuela Riopico,2016,29.3,3.1
09075,Cardeñuela Riopico,2015,26.8,2.1
09076,Carrias,2022,NA,NA
09076,Carrias,2021,NA,NA
09076,Carrias,2020,NA,NA
09076,Carrias,2019,NA,NA
09076,Carrias,2018,NA,NA
09076,Carrias,2017,NA,NA
09076,Carrias,2016,NA,NA
09076,Carrias,2015,NA,NA
09077,Cascajares de Bureba,2022,NA,NA
09077,Cascajares de Bureba,2021,NA,NA
09077,Cascajares de Bureba,2020,NA,NA
09077,Cascajares de Bureba,2019,NA,NA
09077,Cascajares de Bureba,2018,NA,NA
09077,Cascajares de Bureba,2017,NA,NA
09077,Cascajares de Bureba,2016,NA,NA
09077,Cascajares de Bureba,2015,NA,NA
09078,Cascajares de la Sierra,2022,NA,NA
09078,Cascajares de la Sierra,2021,NA,NA
09078,Cascajares de la Sierra,2020,NA,NA
09078,Cascajares de la Sierra,2019,NA,NA
09078,Cascajares de la Sierra,2018,NA,NA
09078,Cascajares de la Sierra,2017,NA,NA
09078,Cascajares de la Sierra,2016,NA,NA
09078,Cascajares de la Sierra,2015,NA,NA
09079,Castellanos de Castro,2022,NA,NA
09079,Castellanos de Castro,2021,NA,NA
09079,Castellanos de Castro,2020,NA,NA
09079,Castellanos de Castro,2019,NA,NA
09079,Castellanos de Castro,2018,NA,NA
09079,Castellanos de Castro,2017,NA,NA
09079,Castellanos de Castro,2016,NA,NA
09079,Castellanos de Castro,2015,NA,NA
09082,Castildelgado,2022,NA,NA
09082,Castildelgado,2021,NA,NA
09082,Castildelgado,2020,NA,NA
09082,Castildelgado,2019,NA,NA
09082,Castildelgado,2018,NA,NA
09082,Castildelgado,2017,NA,NA
09082,Castildelgado,2016,NA,NA
09082,Castildelgado,2015,NA,NA
09083,Castil de Peones,2022,NA,NA
09083,Castil de Peones,2021,NA,NA
09083,Castil de Peones,2020,NA,NA
09083,Castil de Peones,2019,NA,NA
09083,Castil de Peones,2018,NA,NA
09083,Castil de Peones,2017,NA,NA
09083,Castil de Peones,2016,NA,NA
09083,Castil de Peones,2015,NA,NA
09084,Castrillo de la Reina,2022,26.5,2.3
09084,Castrillo de la Reina,2021,27.6,2.3
09084,Castrillo de la Reina,2020,30.4,2.3
09084,Castrillo de la Reina,2019,27.8,2.3
09084,Castrillo de la Reina,2018,29,2.7
09084,Castrillo de la Reina,2017,28.3,2.6
09084,Castrillo de la Reina,2016,28.2,2.5
09084,Castrillo de la Reina,2015,37.9,2.5
09085,Castrillo de la Vega,2022,28.2,2.3
09085,Castrillo de la Vega,2021,26.9,2.3
09085,Castrillo de la Vega,2020,27.8,2.5
09085,Castrillo de la Vega,2019,28.1,2.6
09085,Castrillo de la Vega,2018,28.1,2.5
09085,Castrillo de la Vega,2017,29.7,2.8
09085,Castrillo de la Vega,2016,31.1,2.7
09085,Castrillo de la Vega,2015,29,2.6
09086,Castrillo del Val,2022,28.7,2.2
09086,Castrillo del Val,2021,27.9,2.4
09086,Castrillo del Val,2020,29.3,2.4
09086,Castrillo del Val,2019,30.8,2.3
09086,Castrillo del Val,2018,29.8,2.2
09086,Castrillo del Val,2017,31.5,2.4
09086,Castrillo del Val,2016,34.6,2.7
09086,Castrillo del Val,2015,33.3,2.6
09088,Castrillo de Riopisuerga,2022,NA,NA
09088,Castrillo de Riopisuerga,2021,NA,NA
09088,Castrillo de Riopisuerga,2020,NA,NA
09088,Castrillo de Riopisuerga,2019,NA,NA
09088,Castrillo de Riopisuerga,2018,NA,NA
09088,Castrillo de Riopisuerga,2017,NA,NA
09088,Castrillo de Riopisuerga,2016,NA,NA
09088,Castrillo de Riopisuerga,2015,NA,NA
09090,Castrillo Mota de Judíos,2022,NA,NA
09090,Castrillo Mota de Judíos,2021,NA,NA
09090,Castrillo Mota de Judíos,2020,NA,NA
09090,Castrillo Mota de Judíos,2019,NA,NA
09090,Castrillo Mota de Judíos,2018,NA,NA
09090,Castrillo Mota de Judíos,2017,NA,NA
09090,Castrillo Mota de Judíos,2016,NA,NA
09090,Castrillo Mota de Judíos,2015,NA,NA
09091,Castrojeriz,2022,27.8,2.3
09091,Castrojeriz,2021,28,2.5
09091,Castrojeriz,2020,30.1,2.5
09091,Castrojeriz,2019,29.7,2.6
09091,Castrojeriz,2018,29.8,2.3
09091,Castrojeriz,2017,32.9,2.7
09091,Castrojeriz,2016,33.1,2.7
09091,Castrojeriz,2015,33.1,2.8
09093,Cayuela,2022,24.8,2.2
09093,Cayuela,2021,27.2,2.7
09093,Cayuela,2020,28,2.3
09093,Cayuela,2019,29.3,2.9
09093,Cayuela,2018,28.2,2.6
09093,Cayuela,2017,28.4,2.5
09093,Cayuela,2016,29.5,2.7
09093,Cayuela,2015,28.1,2.3
09094,Cebrecos,2022,NA,NA
09094,Cebrecos,2021,NA,NA
09094,Cebrecos,2020,NA,NA
09094,Cebrecos,2019,NA,NA
